1,0,0.4
1,3,0.4
1,43,0.2
2,0,0.4
2,3,0.4
2,43,0.2
4,0,0.0625
4,3,0.0625
4,21,0.15625
4,23,0.09375
4,24,0.1875
4,36,0.21875
4,43,0.03125
4,44,0.0625
5,0,0.0645161290323
5,3,0.0645161290323
5,21,0.161290322581
5,23,0.0967741935484
5,24,0.193548387097
5,36,0.225806451613
5,43,0.0322580645161
5,44,0.0645161290323
6,0,0.0714285714286
6,3,0.0714285714286
6,21,0.178571428571
6,23,0.107142857143
6,24,0.214285714286
6,36,0.25
6,43,0.0357142857143
6,44,0.0714285714286
7,0,0.0625
7,3,0.0625
7,21,0.15625
7,23,0.09375
7,24,0.1875
7,36,0.21875
7,43,0.03125
7,44,0.0625
8,10,0.7
9,8,0.176470588235
9,10,0.411764705882
11,0,0.0357142857143
11,3,0.0357142857143
11,4,0.0714285714286
11,8,0.0535714285714
11,9,0.125
11,10,0.125
11,21,0.0892857142857
11,23,0.0535714285714
11,24,0.107142857143
11,35,0.0714285714286
11,36,0.125
11,37,0.0535714285714
11,43,0.0178571428571
11,44,0.0357142857143
12,0,0.0357142857143
12,3,0.0357142857143
12,4,0.0714285714286
12,8,0.0535714285714
12,9,0.125
12,10,0.125
12,21,0.0892857142857
12,23,0.0535714285714
12,24,0.107142857143
12,35,0.0714285714286
12,36,0.125
12,37,0.0535714285714
12,43,0.0178571428571
12,44,0.0357142857143
13,0,0.0357142857143
13,3,0.0357142857143
13,4,0.0714285714286
13,8,0.0535714285714
13,9,0.125
13,10,0.125
13,21,0.0892857142857
13,23,0.0535714285714
13,24,0.107142857143
13,35,0.0714285714286
13,36,0.125
13,37,0.0535714285714
13,43,0.0178571428571
13,44,0.0357142857143
14,0,0.0357142857143
14,3,0.0357142857143
14,4,0.0714285714286
14,8,0.0535714285714
14,9,0.125
14,10,0.125
14,21,0.0892857142857
14,23,0.0535714285714
14,24,0.107142857143
14,35,0.0714285714286
14,36,0.125
14,37,0.0535714285714
14,43,0.0178571428571
14,44,0.0357142857143
15,0,0.0357142857143
15,3,0.0357142857143
15,4,0.0714285714286
15,8,0.0535714285714
15,9,0.125
15,10,0.125
15,21,0.0892857142857
15,23,0.0535714285714
15,24,0.107142857143
15,35,0.0714285714286
15,36,0.125
15,37,0.0535714285714
15,43,0.0178571428571
15,44,0.0357142857143
16,0,0.0357142857143
16,3,0.0357142857143
16,4,0.0714285714286
16,8,0.0535714285714
16,9,0.125
16,10,0.125
16,21,0.0892857142857
16,23,0.0535714285714
16,24,0.107142857143
16,35,0.0714285714286
16,36,0.125
16,37,0.0535714285714
16,43,0.0178571428571
16,44,0.0357142857143
17,0,0.0357142857143
17,3,0.0357142857143
17,4,0.0714285714286
17,8,0.0535714285714
17,9,0.125
17,10,0.125
17,21,0.0892857142857
17,23,0.0535714285714
17,24,0.107142857143
17,35,0.0714285714286
17,36,0.125
17,37,0.0535714285714
17,43,0.0178571428571
17,44,0.0357142857143
18,0,0.0357142857143
18,3,0.0357142857143
18,4,0.0714285714286
18,8,0.0535714285714
18,9,0.125
18,10,0.125
18,21,0.0892857142857
18,23,0.0535714285714
18,24,0.107142857143
18,35,0.0714285714286
18,36,0.125
18,37,0.0535714285714
18,43,0.0178571428571
18,44,0.0357142857143
19,0,0.0357142857143
19,3,0.0357142857143
19,4,0.0714285714286
19,8,0.0535714285714
19,9,0.125
19,10,0.125
19,21,0.0892857142857
19,23,0.0535714285714
19,24,0.107142857143
19,35,0.0714285714286
19,36,0.125
19,37,0.0535714285714
19,43,0.0178571428571
19,44,0.0357142857143
20,0,0.0357142857143
20,3,0.0357142857143
20,4,0.0714285714286
20,8,0.0535714285714
20,9,0.125
20,10,0.125
20,21,0.0892857142857
20,23,0.0535714285714
20,24,0.107142857143
20,35,0.0714285714286
20,36,0.125
20,37,0.0535714285714
20,43,0.0178571428571
20,44,0.0357142857143
22,21,0.3125
22,23,0.1875
22,24,0.375
22,44,0.125
25,21,0.3125
25,23,0.1875
25,24,0.375
25,44,0.125
26,0,0.0350877192982
26,3,0.0350877192982
26,5,0.0526315789474
26,7,0.0701754385965
26,8,0.0526315789474
26,9,0.122807017544
26,10,0.122807017544
26,21,0.0877192982456
26,23,0.0526315789474
26,24,0.105263157895
26,34,0.0526315789474
26,36,0.122807017544
26,43,0.0175438596491
26,44,0.0350877192982
26,45,0.0350877192982
27,0,0.0350877192982
27,3,0.0350877192982
27,5,0.0526315789474
27,7,0.0701754385965
27,8,0.0526315789474
27,9,0.122807017544
27,10,0.122807017544
27,21,0.0877192982456
27,23,0.0526315789474
27,24,0.105263157895
27,34,0.0526315789474
27,36,0.122807017544
27,43,0.0175438596491
27,44,0.0350877192982
27,45,0.0350877192982
28,0,0.0350877192982
28,3,0.0350877192982
28,5,0.0526315789474
28,7,0.0701754385965
28,8,0.0526315789474
28,9,0.122807017544
28,10,0.122807017544
28,21,0.0877192982456
28,23,0.0526315789474
28,24,0.105263157895
28,34,0.0526315789474
28,36,0.122807017544
28,43,0.0175438596491
28,44,0.0350877192982
28,45,0.0350877192982
29,0,0.0350877192982
29,3,0.0350877192982
29,5,0.0526315789474
29,7,0.0701754385965
29,8,0.0526315789474
29,9,0.122807017544
29,10,0.122807017544
29,21,0.0877192982456
29,23,0.0526315789474
29,24,0.105263157895
29,34,0.0526315789474
29,36,0.122807017544
29,43,0.0175438596491
29,44,0.0350877192982
29,45,0.0350877192982
30,0,0.0350877192982
30,3,0.0350877192982
30,5,0.0526315789474
30,7,0.0701754385965
30,8,0.0526315789474
30,9,0.122807017544
30,10,0.122807017544
30,21,0.0877192982456
30,23,0.0526315789474
30,24,0.105263157895
30,34,0.0526315789474
30,36,0.122807017544
30,43,0.0175438596491
30,44,0.0350877192982
30,45,0.0350877192982
31,0,0.0350877192982
31,3,0.0350877192982
31,5,0.0526315789474
31,7,0.0701754385965
31,8,0.0526315789474
31,9,0.122807017544
31,10,0.122807017544
31,21,0.0877192982456
31,23,0.0526315789474
31,24,0.105263157895
31,34,0.0526315789474
31,36,0.122807017544
31,43,0.0175438596491
31,44,0.0350877192982
31,45,0.0350877192982
32,0,0.0350877192982
32,3,0.0350877192982
32,5,0.0526315789474
32,7,0.0701754385965
32,8,0.0526315789474
32,9,0.122807017544
32,10,0.122807017544
32,21,0.0877192982456
32,23,0.0526315789474
32,24,0.105263157895
32,34,0.0526315789474
32,36,0.122807017544
32,43,0.0175438596491
32,44,0.0350877192982
32,45,0.0350877192982
33,0,0.0350877192982
33,3,0.0350877192982
33,5,0.0526315789474
33,7,0.0701754385965
33,8,0.0526315789474
33,9,0.122807017544
33,10,0.122807017544
33,21,0.0877192982456
33,23,0.0526315789474
33,24,0.105263157895
33,34,0.0526315789474
33,36,0.122807017544
33,43,0.0175438596491
33,44,0.0350877192982
33,45,0.0350877192982
34,0,0.0645161290323
34,3,0.0645161290323
34,21,0.161290322581
34,23,0.0967741935484
34,24,0.193548387097
34,36,0.225806451613
34,43,0.0322580645161
34,44,0.0645161290323
35,0,0.0625
35,3,0.0625
35,21,0.15625
35,23,0.09375
35,24,0.1875
35,36,0.21875
35,43,0.03125
35,44,0.0625
36,0,0.0714285714286
36,3,0.0714285714286
36,21,0.178571428571
36,23,0.107142857143
36,24,0.214285714286
36,43,0.0357142857143
36,44,0.0714285714286
37,0,0.0645161290323
37,3,0.0645161290323
37,21,0.161290322581
37,23,0.0967741935484
37,24,0.193548387097
37,36,0.225806451613
37,43,0.0322580645161
37,44,0.0645161290323
38,0,0.0350877192982
38,3,0.0350877192982
38,5,0.0526315789474
38,7,0.0701754385965
38,8,0.0526315789474
38,9,0.122807017544
38,10,0.122807017544
38,21,0.0877192982456
38,23,0.0526315789474
38,24,0.105263157895
38,34,0.0526315789474
38,36,0.122807017544
38,43,0.0175438596491
38,44,0.0350877192982
38,45,0.0350877192982
39,0,0.0350877192982
39,3,0.0350877192982
39,5,0.0526315789474
39,7,0.0701754385965
39,8,0.0526315789474
39,9,0.122807017544
39,10,0.122807017544
39,21,0.0877192982456
39,23,0.0526315789474
39,24,0.105263157895
39,34,0.0526315789474
39,36,0.122807017544
39,43,0.0175438596491
39,44,0.0350877192982
39,45,0.0350877192982
40,8,0.176470588235
40,9,0.411764705882
40,10,0.411764705882
41,0,0.0714285714286
41,3,0.0714285714286
41,21,0.178571428571
41,23,0.107142857143
41,24,0.214285714286
41,36,0.25
41,43,0.0357142857143
41,44,0.0714285714286
45,0,0.0666666666667
45,3,0.0666666666667
45,21,0.166666666667
45,23,0.1
45,24,0.2
45,36,0.233333333333
45,43,0.0333333333333
45,44,0.0666666666667
